instrument_name,option_type,underlying_price_S,strike_K,time_to_maturity_T,risk_free_rate_r,option_price_V
BTC-25SEP26-95000-P,put,63458.73,95000.0,0.2990385539938166,0.045,0.50175
BTC-25SEP26-96000-C,call,63458.73,96000.0,0.2990385539938166,0.045,0.0055
BTC-25SEP26-96000-P,put,63455.84,96000.0,0.2990385539938166,0.045,0.52325
BTC-25SEP26-98000-C,call,63454.95,98000.0,0.2990385539938166,0.045,0.00505
BTC-25SEP26-98000-P,put,63454.04,98000.0,0.2990385539938166,0.045,0.5545
BTC-25SEP26-100000-C,call,63455.97,100000.0,0.2990385539938166,0.045,0.0043
BTC-25SEP26-100000-P,put,63456.15,100000.0,0.2990385539938166,0.045,0.579
BTC-25SEP26-102000-C,call,63441.44,102000.0,0.2990385539938166,0.045,0.0038000000000000004
BTC-25SEP26-102000-P,put,63438.52,102000.0,0.2990385539938166,0.045,0.6160000000000001
BTC-25SEP26-105000-C,call,63414.96,105000.0,0.2990385539938166,0.045,0.0032500000000000003
BTC-25SEP26-105000-P,put,63415.04,105000.0,0.2990385539938166,0.045,0.65675
BTC-25SEP26-110000-C,call,63415.95,110000.0,0.2990385539938166,0.045,0.00245
BTC-25SEP26-110000-P,put,63417.47,110000.0,0.2990385539938166,0.045,0.73475
BTC-25SEP26-115000-C,call,63417.0,115000.0,0.2990385539938166,0.045,0.002
BTC-25SEP26-115000-P,put,63417.62,115000.0,0.2990385539938166,0.045,0.81275
BTC-25SEP26-120000-C,call,63413.66,120000.0,0.2990385539938166,0.045,0.00165
BTC-25SEP26-120000-P,put,63413.64,120000.0,0.2990385539938166,0.045,0.89325
BTC-25SEP26-125000-C,call,63412.0,125000.0,0.2990385539938166,0.045,0.0015
BTC-25SEP26-125000-P,put,63408.46,125000.0,0.2990385539938166,0.045,0.977
BTC-25SEP26-130000-C,call,63409.37,130000.0,0.2990385539938166,0.045,0.0013
BTC-25SEP26-130000-P,put,63405.33,130000.0,0.2990385539938166,0.045,1.05525
BTC-25SEP26-135000-C,call,63405.25,135000.0,0.2990385539938166,0.045,0.00115
BTC-25SEP26-135000-P,put,63405.25,135000.0,0.2990385539938166,0.045,1.134
BTC-25SEP26-140000-C,call,63399.38,140000.0,0.2990385539938166,0.045,0.00105
BTC-25SEP26-140000-P,put,63398.54,140000.0,0.2990385539938166,0.045,1.213
BTC-25SEP26-145000-C,call,63404.18,145000.0,0.2990385539938166,0.045,0.0009
BTC-25SEP26-145000-P,put,63404.18,145000.0,0.2990385539938166,0.045,1.29125
BTC-25SEP26-150000-C,call,63401.07,150000.0,0.2990385539938166,0.045,0.0007999999999999999
BTC-25SEP26-150000-P,put,63399.98,150000.0,0.2990385539938166,0.045,1.3719999999999999
BTC-25SEP26-155000-C,call,63404.85,155000.0,0.2990385539938166,0.045,0.00075
BTC-25SEP26-155000-P,put,63411.91,155000.0,0.2990385539938166,0.045,1.45075
BTC-25SEP26-160000-C,call,63418.57,160000.0,0.2990385539938166,0.045,0.0007
BTC-25SEP26-160000-P,put,63416.71,160000.0,0.2990385539938166,0.045,1.52925
BTC-25SEP26-165000-C,call,63417.35,165000.0,0.2990385539938166,0.045,0.0006000000000000001
BTC-25SEP26-165000-P,put,63417.35,165000.0,0.2990385539938166,0.045,1.60775
BTC-25SEP26-170000-C,call,63417.35,170000.0,0.2990385539938166,0.045,0.0006000000000000001
BTC-25SEP26-170000-P,put,63417.25,170000.0,0.2990385539938166,0.045,1.6865
BTC-25SEP26-175000-C,call,63418.83,175000.0,0.2990385539938166,0.045,0.0005
BTC-25SEP26-175000-P,put,63418.55,175000.0,0.2990385539938166,0.045,1.76525
BTC-25SEP26-180000-C,call,63418.55,180000.0,0.2990385539938166,0.045,0.00039999999999999996
BTC-25SEP26-180000-P,put,63418.82,180000.0,0.2990385539938166,0.045,1.844
BTC-25SEP26-190000-C,call,63414.34,190000.0,0.2990385539938166,0.045,0.00039999999999999996
BTC-25SEP26-190000-P,put,63412.14,190000.0,0.2990385539938166,0.045,2.002
BTC-25SEP26-200000-C,call,63414.06,200000.0,0.2990385539938166,0.045,0.00039999999999999996
BTC-25SEP26-200000-P,put,63414.06,200000.0,0.2990385539938166,0.045,2.1595
BTC-25SEP26-220000-C,call,63415.31,220000.0,0.2990385539938166,0.045,0.00025
BTC-25SEP26-220000-P,put,63416.82,220000.0,0.2990385539938166,0.045,2.47525
BTC-25SEP26-240000-C,call,63414.47,240000.0,0.2990385539938166,0.045,0.00019999999999999998
BTC-25SEP26-240000-P,put,63417.0,240000.0,0.2990385539938166,0.045,2.79075
BTC-25SEP26-260000-C,call,63423.81,260000.0,0.2990385539938166,0.045,0.00019999999999999998
BTC-25SEP26-260000-P,put,63424.93,260000.0,0.2990385539938166,0.045,3.106
BTC-25SEP26-280000-P,put,63427.36,280000.0,0.2990385539938166,0.045,3.4217500000000003
BTC-25SEP26-300000-P,put,63424.71,300000.0,0.2990385539938166,0.045,3.803
BTC-25SEP26-320000-P,put,63426.38,320000.0,0.2990385539938166,0.045,4.1135
BTC-25DEC26-25000-P,put,64093.8,25000.0,0.5483536224869673,0.045,0.10500000000000001
BTC-25DEC26-30000-C,call,64090.81,30000.0,0.5483536224869673,0.045,0.53975
BTC-25DEC26-30000-P,put,64091.08,30000.0,0.5483536224869673,0.045,0.0075
BTC-25DEC26-35000-C,call,64092.64,35000.0,0.5483536224869673,0.045,0.46675
BTC-25DEC26-35000-P,put,64098.27,35000.0,0.5483536224869673,0.045,0.0125
BTC-25DEC26-40000-C,call,64102.39,40000.0,0.5483536224869673,0.045,0.396
BTC-25DEC26-40000-P,put,64102.39,40000.0,0.5483536224869673,0.045,0.01975
BTC-25DEC26-45000-C,call,64107.59,45000.0,0.5483536224869673,0.045,0.329
BTC-25DEC26-45000-P,put,64111.62,45000.0,0.5483536224869673,0.045,0.03075
BTC-25DEC26-50000-C,call,64121.47,50000.0,0.5483536224869673,0.045,0.267
BTC-25DEC26-50000-P,put,64124.5,50000.0,0.5483536224869673,0.045,0.04675
BTC-25DEC26-52000-P,put,64125.52,52000.0,0.5483536224869673,0.045,0.03
BTC-25DEC26-54000-C,call,64125.57,54000.0,0.5483536224869673,0.045,0.2225
BTC-25DEC26-54000-P,put,64125.16,54000.0,0.5483536224869673,0.045,0.0645
BTC-25DEC26-55000-C,call,64124.82,55000.0,0.5483536224869673,0.045,0.212
BTC-25DEC26-55000-P,put,64125.34,55000.0,0.5483536224869673,0.045,0.0695
BTC-25DEC26-56000-C,call,64126.43,56000.0,0.5483536224869673,0.045,0.202
BTC-25DEC26-56000-P,put,64126.54,56000.0,0.5483536224869673,0.045,0.07525
BTC-25DEC26-58000-C,call,64126.54,58000.0,0.5483536224869673,0.045,0.1825
BTC-25DEC26-58000-P,put,64123.19,58000.0,0.5483536224869673,0.045,0.08725
BTC-25DEC26-60000-C,call,64123.34,60000.0,0.5483536224869673,0.045,0.1645
BTC-25DEC26-60000-P,put,64123.34,60000.0,0.5483536224869673,0.045,0.10025
BTC-25DEC26-62000-C,call,64123.34,62000.0,0.5483536224869673,0.045,0.14775
BTC-25DEC26-62000-P,put,64123.36,62000.0,0.5483536224869673,0.045,0.1145
BTC-25DEC26-64000-C,call,64124.49,64000.0,0.5483536224869673,0.045,0.1325
BTC-25DEC26-64000-P,put,64124.49,64000.0,0.5483536224869673,0.045,0.13025
BTC-25DEC26-65000-C,call,64128.61,65000.0,0.5483536224869673,0.045,0.12525
BTC-25DEC26-65000-P,put,64128.94,65000.0,0.5483536224869673,0.045,0.13875
BTC-25DEC26-66000-C,call,64136.26,66000.0,0.5483536224869673,0.045,0.11825
BTC-25DEC26-66000-P,put,64143.6,66000.0,0.5483536224869673,0.045,0.14725
BTC-25DEC26-68000-C,call,64141.46,68000.0,0.5483536224869673,0.045,0.1055
BTC-25DEC26-68000-P,put,64138.93,68000.0,0.5483536224869673,0.045,0.16575
BTC-25DEC26-70000-C,call,64139.31,70000.0,0.5483536224869673,0.045,0.094
BTC-25DEC26-70000-P,put,64139.31,70000.0,0.5483536224869673,0.045,0.185
BTC-25DEC26-72000-C,call,64143.73,72000.0,0.5483536224869673,0.045,0.0835
BTC-25DEC26-72000-P,put,64143.89,72000.0,0.5483536224869673,0.045,0.20575
BTC-25DEC26-74000-C,call,64143.89,74000.0,0.5483536224869673,0.045,0.07375
BTC-25DEC26-74000-P,put,64143.89,74000.0,0.5483536224869673,0.045,0.226
BTC-25DEC26-76000-C,call,64154.06,76000.0,0.5483536224869673,0.045,0.0655
BTC-25DEC26-76000-P,put,64159.23,76000.0,0.5483536224869673,0.045,0.24975
BTC-25DEC26-78000-C,call,64159.23,78000.0,0.5483536224869673,0.045,0.058
BTC-25DEC26-78000-P,put,64159.23,78000.0,0.5483536224869673,0.045,0.274
BTC-25DEC26-80000-C,call,64175.63,80000.0,0.5483536224869673,0.045,0.05175
BTC-25DEC26-80000-P,put,64175.63,80000.0,0.5483536224869673,0.045,0.29825
BTC-25DEC26-82000-C,call,64174.97,82000.0,0.5483536224869673,0.045,0.0455
BTC-25DEC26-82000-P,put,64175.79,82000.0,0.5483536224869673,0.045,0.3235
BTC-25DEC26-84000-C,call,64172.21,84000.0,0.5483536224869673,0.045,0.0405
BTC-25DEC26-84000-P,put,64172.21,84000.0,0.5483536224869673,0.045,0.34975
BTC-25DEC26-85000-C,call,64170.76,85000.0,0.5483536224869673,0.045,0.03825
BTC-25DEC26-85000-P,put,64170.27,85000.0,0.5483536224869673,0.045,0.36275
BTC-25DEC26-86000-C,call,64170.27,86000.0,0.5483536224869673,0.045,0.035750000000000004
BTC-25DEC26-86000-P,put,64170.89,86000.0,0.5483536224869673,0.045,0.385
BTC-25DEC26-88000-C,call,64170.48,88000.0,0.5483536224869673,0.045,0.032
BTC-25DEC26-88000-P,put,64167.99,88000.0,0.5483536224869673,0.045,0.412
BTC-25DEC26-90000-C,call,64167.99,90000.0,0.5483536224869673,0.045,0.0285
BTC-25DEC26-90000-P,put,64167.99,90000.0,0.5483536224869673,0.045,0.431
BTC-25DEC26-92000-C,call,64167.41,92000.0,0.5483536224869673,0.045,0.02525
BTC-25DEC26-92000-P,put,64167.5,92000.0,0.5483536224869673,0.045,0.46799999999999997
BTC-25DEC26-94000-C,call,64167.5,94000.0,0.5483536224869673,0.045,0.02275
BTC-25DEC26-94000-P,put,64166.58,94000.0,0.5483536224869673,0.045,0.49624999999999997
BTC-25DEC26-95000-C,call,64162.47,95000.0,0.5483536224869673,0.045,0.021249999999999998
BTC-25DEC26-95000-P,put,64162.47,95000.0,0.5483536224869673,0.045,0.50275
BTC-25DEC26-96000-C,call,64161.93,96000.0,0.5483536224869673,0.045,0.0205
BTC-25DEC26-96000-P,put,64161.93,96000.0,0.5483536224869673,0.045,0.52525
BTC-25DEC26-98000-C,call,64155.2,98000.0,0.5483536224869673,0.045,0.018250000000000002
BTC-25DEC26-98000-P,put,64154.48,98000.0,0.5483536224869673,0.045,0.554
BTC-25DEC26-100000-C,call,64154.48,100000.0,0.5483536224869673,0.045,0.0165
BTC-25DEC26-100000-P,put,64151.16,100000.0,0.5483536224869673,0.045,0.575
BTC-25DEC26-102000-C,call,64152.75,102000.0,0.5483536224869673,0.045,0.015
BTC-25DEC26-102000-P,put,64152.75,102000.0,0.5483536224869673,0.045,0.6132500000000001
BTC-25DEC26-104000-C,call,64153.46,104000.0,0.5483536224869673,0.045,0.0135
BTC-25DEC26-104000-P,put,64153.46,104000.0,0.5483536224869673,0.045,0.643
BTC-25DEC26-105000-C,call,64153.46,105000.0,0.5483536224869673,0.045,0.013000000000000001
BTC-25DEC26-105000-P,put,64153.86,105000.0,0.5483536224869673,0.045,0.64925
BTC-25DEC26-106000-C,call,64154.01,106000.0,0.5483536224869673,0.045,0.0125
BTC-25DEC26-106000-P,put,64154.01,106000.0,0.5483536224869673,0.045,0.67275
BTC-25DEC26-108000-C,call,64150.53,108000.0,0.5483536224869673,0.045,0.01125
BTC-25DEC26-108000-P,put,64150.53,108000.0,0.5483536224869673,0.045,0.70275
BTC-25DEC26-110000-C,call,64139.84,110000.0,0.5483536224869673,0.045,0.010499999999999999
BTC-25DEC26-110000-P,put,64143.68,110000.0,0.5483536224869673,0.045,0.72475
BTC-25DEC26-115000-C,call,64134.64,115000.0,0.5483536224869673,0.045,0.0085
BTC-25DEC26-115000-P,put,64134.64,115000.0,0.5483536224869673,0.045,0.80875
BTC-25DEC26-120000-C,call,64130.55,120000.0,0.5483536224869673,0.045,0.0072499999999999995
BTC-25DEC26-120000-P,put,64130.55,120000.0,0.5483536224869673,0.045,0.88525
BTC-25DEC26-125000-C,call,64132.73,125000.0,0.5483536224869673,0.045,0.006
BTC-25DEC26-125000-P,put,64133.16,125000.0,0.5483536224869673,0.045,0.9622499999999999
BTC-25DEC26-130000-C,call,64134.14,130000.0,0.5483536224869673,0.045,0.00505
BTC-25DEC26-130000-P,put,64134.14,130000.0,0.5483536224869673,0.045,1.0387499999999998
BTC-25DEC26-135000-C,call,64134.8,135000.0,0.5483536224869673,0.045,0.0044
BTC-25DEC26-135000-P,put,64135.26,135000.0,0.5483536224869673,0.045,1.11625
BTC-25DEC26-140000-C,call,64134.8,140000.0,0.5483536224869673,0.045,0.00385
BTC-25DEC26-140000-P,put,64136.71,140000.0,0.5483536224869673,0.045,1.19375
BTC-25DEC26-150000-C,call,64133.63,150000.0,0.5483536224869673,0.045,0.00315
BTC-25DEC26-150000-P,put,64133.63,150000.0,0.5483536224869673,0.045,1.349
BTC-25DEC26-160000-C,call,64110.0,160000.0,0.5483536224869673,0.045,0.00255
BTC-25DEC26-160000-P,put,64110.0,160000.0,0.5483536224869673,0.045,1.5042499999999999
BTC-25DEC26-170000-C,call,64108.87,170000.0,0.5483536224869673,0.045,0.0023
BTC-25DEC26-170000-P,put,64097.59,170000.0,0.5483536224869673,0.045,1.6604999999999999
BTC-25DEC26-180000-C,call,64097.59,180000.0,0.5483536224869673,0.045,0.0018
BTC-25DEC26-180000-P,put,64097.35,180000.0,0.5483536224869673,0.045,1.817
BTC-25DEC26-190000-C,call,64097.3,190000.0,0.5483536224869673,0.045,0.0015
BTC-25DEC26-190000-P,put,64097.3,190000.0,0.5483536224869673,0.045,1.9725
BTC-25DEC26-200000-C,call,64097.3,200000.0,0.5483536224869673,0.045,0.00135
BTC-25DEC26-200000-P,put,64097.37,200000.0,0.5483536224869673,0.045,2.12725
BTC-25DEC26-210000-C,call,64097.92,210000.0,0.5483536224869673,0.045,0.00115
BTC-25DEC26-210000-P,put,64098.06,210000.0,0.5483536224869673,0.045,2.28425
BTC-25DEC26-220000-C,call,64097.92,220000.0,0.5483536224869673,0.045,0.00105
BTC-25DEC26-220000-P,put,64095.63,220000.0,0.5483536224869673,0.045,2.4392500000000004
BTC-25DEC26-230000-C,call,64096.8,230000.0,0.5483536224869673,0.045,0.0009
BTC-25DEC26-230000-P,put,64099.94,230000.0,0.5483536224869673,0.045,2.59525
BTC-25DEC26-240000-C,call,64099.94,240000.0,0.5483536224869673,0.045,0.0008
BTC-25DEC26-240000-P,put,64106.29,240000.0,0.5483536224869673,0.045,2.7510000000000003
BTC-25DEC26-250000-C,call,64108.38,250000.0,0.5483536224869673,0.045,0.0007999999999999999
BTC-25DEC26-250000-P,put,64108.38,250000.0,0.5483536224869673,0.045,2.90775
BTC-25DEC26-260000-C,call,64111.81,260000.0,0.5483536224869673,0.045,0.30875
BTC-26MAR27-40000-C,call,64789.78,40000.0,0.797668690980118,0.045,0.41325
BTC-26MAR27-40000-P,put,64789.3,40000.0,0.797668690980118,0.045,0.03
BTC-26MAR27-50000-C,call,64790.48,50000.0,0.797668690980118,0.045,0.29325
BTC-26MAR27-50000-P,put,64793.62,50000.0,0.797668690980118,0.045,0.0645
BTC-26MAR27-52000-C,call,64793.66,52000.0,0.797668690980118,0.045,0.27225
BTC-26MAR27-52000-P,put,64793.66,52000.0,0.797668690980118,0.045,0.07425
BTC-26MAR27-54000-C,call,64793.67,54000.0,0.797668690980118,0.045,0.25175000000000003
BTC-26MAR27-54000-P,put,64792.31,54000.0,0.797668690980118,0.045,0.08474999999999999
BTC-26MAR27-55000-C,call,64792.31,55000.0,0.797668690980118,0.045,0.24225
BTC-26MAR27-55000-P,put,64796.81,55000.0,0.797668690980118,0.045,0.09025
BTC-26MAR27-56000-C,call,64802.93,56000.0,0.797668690980118,0.045,0.23275
BTC-26MAR27-56000-P,put,64802.23,56000.0,0.797668690980118,0.045,0.09625
BTC-26MAR27-58000-C,call,64802.23,58000.0,0.797668690980118,0.045,0.21475
BTC-26MAR27-58000-P,put,64802.19,58000.0,0.797668690980118,0.045,0.109
BTC-26MAR27-60000-C,call,64802.34,60000.0,0.797668690980118,0.045,0.1975
BTC-26MAR27-60000-P,put,64799.82,60000.0,0.797668690980118,0.045,0.123
BTC-26MAR27-62000-C,call,64799.82,62000.0,0.797668690980118,0.045,0.18125
BTC-26MAR27-62000-P,put,64799.91,62000.0,0.797668690980118,0.045,0.13775
BTC-26MAR27-64000-C,call,64799.18,64000.0,0.797668690980118,0.045,0.166
BTC-26MAR27-64000-P,put,64799.27,64000.0,0.797668690980118,0.045,0.15375
BTC-26MAR27-65000-C,call,64799.27,65000.0,0.797668690980118,0.045,0.159
BTC-26MAR27-65000-P,put,64800.06,65000.0,0.797668690980118,0.045,0.162
BTC-26MAR27-66000-C,call,64799.95,66000.0,0.797668690980118,0.045,0.15225
BTC-26MAR27-66000-P,put,64799.95,66000.0,0.797668690980118,0.045,0.17049999999999998
BTC-26MAR27-68000-C,call,64786.48,68000.0,0.797668690980118,0.045,0.13924999999999998
BTC-26MAR27-68000-P,put,64776.59,68000.0,0.797668690980118,0.045,0.187
BTC-26MAR27-70000-C,call,64776.12,70000.0,0.797668690980118,0.045,0.1275
BTC-26MAR27-70000-P,put,64777.57,70000.0,0.797668690980118,0.045,0.20600000000000002
BTC-26MAR27-72000-C,call,64777.57,72000.0,0.797668690980118,0.045,0.11624999999999999
BTC-26MAR27-72000-P,put,64777.56,72000.0,0.797668690980118,0.045,0.22625
BTC-26MAR27-74000-C,call,64780.71,74000.0,0.797668690980118,0.045,0.10625
BTC-26MAR27-74000-P,put,64780.71,74000.0,0.797668690980118,0.045,0.247
BTC-26MAR27-76000-C,call,64780.28,76000.0,0.797668690980118,0.045,0.097
BTC-26MAR27-76000-P,put,64779.92,76000.0,0.797668690980118,0.045,0.26875000000000004
BTC-26MAR27-78000-C,call,64780.19,78000.0,0.797668690980118,0.045,0.088
BTC-26MAR27-78000-P,put,64780.19,78000.0,0.797668690980118,0.045,0.291
BTC-26MAR27-80000-C,call,64779.83,80000.0,0.797668690980118,0.045,0.08125
BTC-26MAR27-80000-P,put,64780.49,80000.0,0.797668690980118,0.045,0.31425000000000003
BTC-26MAR27-82000-C,call,64780.49,82000.0,0.797668690980118,0.045,0.07375
BTC-26MAR27-82000-P,put,64780.68,82000.0,0.797668690980118,0.045,0.34975
BTC-26MAR27-84000-C,call,64780.68,84000.0,0.797668690980118,0.045,0.068
BTC-26MAR27-84000-P,put,64780.49,84000.0,0.797668690980118,0.045,0.37475
BTC-26MAR27-85000-C,call,64781.26,85000.0,0.797668690980118,0.045,0.065
BTC-26MAR27-85000-P,put,64787.98,85000.0,0.797668690980118,0.045,0.38725
BTC-26MAR27-86000-C,call,64787.98,86000.0,0.797668690980118,0.045,0.06225
BTC-26MAR27-86000-P,put,64792.34,86000.0,0.797668690980118,0.045,0.4
BTC-26MAR27-88000-C,call,64792.68,88000.0,0.797668690980118,0.045,0.05725
BTC-26MAR27-88000-P,put,64792.68,88000.0,0.797668690980118,0.045,0.4255
BTC-26MAR27-90000-C,call,64802.05,90000.0,0.797668690980118,0.045,0.0525
BTC-26MAR27-90000-P,put,64802.4,90000.0,0.797668690980118,0.045,0.4515
BTC-26MAR27-92000-C,call,64805.79,92000.0,0.797668690980118,0.045,0.04825
BTC-26MAR27-92000-P,put,64805.91,92000.0,0.797668690980118,0.045,0.47775
BTC-26MAR27-94000-C,call,64808.96,94000.0,0.797668690980118,0.045,0.04425
BTC-26MAR27-94000-P,put,64810.41,94000.0,0.797668690980118,0.045,0.50475
BTC-26MAR27-95000-C,call,64810.41,95000.0,0.797668690980118,0.045,0.042749999999999996
BTC-26MAR27-95000-P,put,64810.41,95000.0,0.797668690980118,0.045,0.5185
BTC-26MAR27-96000-C,call,64810.79,96000.0,0.797668690980118,0.045,0.041
BTC-26MAR27-96000-P,put,64810.07,96000.0,0.797668690980118,0.045,0.53225
BTC-26MAR27-98000-C,call,64810.07,98000.0,0.797668690980118,0.045,0.03775
BTC-26MAR27-98000-P,put,64810.16,98000.0,0.797668690980118,0.045,0.5599999999999999
BTC-26MAR27-100000-C,call,64807.56,100000.0,0.797668690980118,0.045,0.03475
BTC-26MAR27-100000-P,put,64807.56,100000.0,0.797668690980118,0.045,0.58775
BTC-26MAR27-102000-C,call,64805.99,102000.0,0.797668690980118,0.045,0.03225
BTC-26MAR27-102000-P,put,64806.26,102000.0,0.797668690980118,0.045,0.61575
BTC-26MAR27-104000-C,call,64806.8,104000.0,0.797668690980118,0.045,0.03
BTC-26MAR27-104000-P,put,64806.8,104000.0,0.797668690980118,0.045,0.64425
BTC-26MAR27-105000-C,call,64806.88,105000.0,0.797668690980118,0.045,0.028749999999999998
BTC-26MAR27-105000-P,put,64807.25,105000.0,0.797668690980118,0.045,0.6325000000000001
BTC-26MAR27-106000-C,call,64807.25,106000.0,0.797668690980118,0.045,0.0275
BTC-26MAR27-106000-P,put,64807.3,106000.0,0.797668690980118,0.045,0.67275
BTC-26MAR27-108000-C,call,64807.39,108000.0,0.797668690980118,0.045,0.025500000000000002
BTC-26MAR27-108000-P,put,64807.68,108000.0,0.797668690980118,0.045,0.7015
BTC-26MAR27-110000-C,call,64809.36,110000.0,0.797668690980118,0.045,0.024
BTC-26MAR27-110000-P,put,64809.36,110000.0,0.797668690980118,0.045,0.73075
BTC-26MAR27-112000-C,call,64809.36,112000.0,0.797668690980118,0.045,0.02225
BTC-26MAR27-112000-P,put,64808.77,112000.0,0.797668690980118,0.045,0.7597499999999999
BTC-26MAR27-115000-C,call,64808.77,115000.0,0.797668690980118,0.045,0.02
BTC-26MAR27-115000-P,put,64809.52,115000.0,0.797668690980118,0.045,0.80375
BTC-26MAR27-120000-C,call,64813.35,120000.0,0.797668690980118,0.045,0.01725
BTC-26MAR27-120000-P,put,64809.47,120000.0,0.797668690980118,0.045,0.87775
BTC-26MAR27-125000-C,call,64813.35,125000.0,0.797668690980118,0.045,0.01475
BTC-26MAR27-125000-P,put,64815.67,125000.0,0.797668690980118,0.045,0.95275
BTC-26MAR27-130000-C,call,64815.67,130000.0,0.797668690980118,0.045,0.013000000000000001
BTC-26MAR27-130000-P,put,64816.64,130000.0,0.797668690980118,0.045,1.0277500000000002
BTC-26MAR27-140000-C,call,64818.46,140000.0,0.797668690980118,0.045,0.010249999999999999
BTC-26MAR27-140000-P,put,64818.94,140000.0,0.797668690980118,0.045,1.1789999999999998
BTC-26MAR27-150000-C,call,64828.53,150000.0,0.797668690980118,0.045,0.00825
BTC-26MAR27-150000-P,put,64828.7,150000.0,0.797668690980118,0.045,1.33125
BTC-26MAR27-160000-C,call,64831.96,160000.0,0.797668690980118,0.045,0.00675
BTC-26MAR27-160000-P,put,64831.43,160000.0,0.797668690980118,0.045,1.484
BTC-26MAR27-170000-C,call,64832.79,170000.0,0.797668690980118,0.045,0.00545
BTC-26MAR27-170000-P,put,64808.14,170000.0,0.797668690980118,0.045,1.6367500000000001
BTC-26MAR27-180000-C,call,64808.79,180000.0,0.797668690980118,0.045,0.0049
BTC-26MAR27-180000-P,put,64808.53,180000.0,0.797668690980118,0.045,1.79125
BTC-26MAR27-190000-C,call,64808.16,190000.0,0.797668690980118,0.045,0.00415
BTC-26MAR27-190000-P,put,64810.73,190000.0,0.797668690980118,0.045,1.9445000000000001
BTC-26MAR27-200000-C,call,64813.53,200000.0,0.797668690980118,0.045,0.0037
BTC-26MAR27-200000-P,put,64816.49,200000.0,0.797668690980118,0.045,2.09825
